package,version,status
@ada-support/react-native-sdk,3.2.8,fail-baseline
@adapty/react-native-ui,3.1.0,fail-baseline
@ademhatay/expo-google-signin,0.2.22,pass
@adobe/react-native-aepcampaignclassic,7.0.0,fail-baseline
@adobe/react-native-aeptarget,7.0.1,fail-baseline
@adrianso/react-native-device-brightness,1.2.7,pass
@adstage/react-native-sdk,1.0.11,fail-baseline
@advenue/react-native,,pass
@aguacerowx/react-native,0.0.75,fail-baseline
@ailoha/react-native,0.2.4,fail-newdsl
@ajitpatel28/react-native-truecaller,,fail-baseline
@akbaraditamasp/expo-lock-task,0.1.1,fail-newdsl
@akhilpulse/samadhaan-session-replay,0.6.8,fail-baseline
@akta/react-native-passkey-autofill,1.0.0-canary.18,fail-baseline
@aldiand/react-native-callkeep,5.3.3,pass
@aldiand/react-native-pjsip,2.9.24,fail-baseline
@alentoma/react-native-selectable-text,1.6.0,fail-baseline
@alexzunik/react-native-money-input,0.5.3,fail-newdsl
@alvie-tech/react-native-tiktok-business-sdk,1.7.1,fail-newdsl
@amehmeto/expo-list-installed-apps,0.1.0,fail-baseline
@amityco/react-native-social-uikit,4.1.0,fail-newdsl
@ammarahmed/react-native-upload,6.33.0,fail-newdsl
@ammarahmed/react-native-workers,1.0.0-alpha.3,fail-baseline
@amplitude/session-replay-react-native,1.0.1,fail-newdsl
@and2long/react-native-uvc-camera,0.1.4,fail-newdsl
@angelcat/react-native-honeywell-barcode-scanner,0.0.8,fail-newdsl
@angelcat/rn-pdf-thumbnail,1.0.3,fail-baseline
@angelkrak/react-native-intent-launcher,,fail-newdsl
@animo-id/expo-digital-credentials-api,0.4.0,pass
@animo-id/expo-mdoc-data-transfer,0.1.4-alpha.3,fail-baseline
@animo-id/expo-secure-environment,0.1.5,pass
@anorak-games/react-native-background-downloader,4.6.1-anorak.1,fail-newdsl
@anorak-games/react-native-video-texture,0.5.0,fail-baseline
@antardev/react-native-usage-stats,0.1.1,pass
@anttech/react-native-ftp,0.2.3,fail-newdsl
@aparajita/capacitor-biometric-auth,10.0.0,pass
@aparajita/capacitor-secure-storage,8.0.0,pass
@apescoding/ffmpeg-kit-react-native,1.0.8,fail-baseline
@api.video/react-native-livestream,2.0.2,fail-baseline
@apollohg/react-native-prose-editor,1.0.3,fail-newdsl
@appandflow/expo-camera-characteristics,1.2.1,fail-newdsl
@appboxo/expo-boxo-sdk,0.15.0,pass
@appcircle/react-native-code-push,0.1.1,fail-baseline
@appcitor/react-native-voice-to-text,,fail-newdsl
@appcues/expo-config,5.0.0,fail-baseline
@appcues/react-native,5.0.7,fail-baseline
@appdynamics/react-native-agent,26.6.1,fail-newdsl
@apphud/react-native-apphud-sdk,5.1.0,fail-baseline
@appier/react-native-sdk,2.3.1,pass
@appmetrica/react-native-varioqub,0.1.0,pass
@approov/approov-service-react-native,3.5.17,pass
@approov/react-native-approov,3.2.5,fail-baseline
@appzung/react-native-code-push,11.0.5,pass
@archimedes4/expo-msal,0.1.19,fail-baseline
@argyleio/argyle-plugin-react-native,5.15.5,fail-baseline
@arjit123/react-native-audio-manager,0.1.0,pass
@arkyutao/react-native-mqtt,0.1.2,fail-newdsl
@arms/rum-reactnative,0.1.3-beta.4,fail-newdsl
@artim-industries/stacktrace-sdk-react-native,,pass
@ascendtis/react-native-voice-to-text,,fail-newdsl
@ashworthhub/twilio-voice-expo,1.6.1-expo.14,fail-newdsl
@asolerp/react-native-audio-chunk-recorder,0.3.11,fail-baseline
@astondynamics/react-native-wireless,0.1.1,fail-baseline
@astrolinux/react-native-beacons-manager,1.1.3,fail-baseline
@atmina/react-native-document-scanner-plugin,1.1.5,pass
@atomic.io/react-native-atomic-sdk,25.4.7,fail-baseline
@atomiqlab/react-native-mapbox-navigation,2.0.4,fail-baseline
@atproto/oauth-client-expo,,pass
@attarchi/react-native-lottie-splash-screen,3.0.0,fail-baseline
@aun-abbas/expo-pin-shortcut,0.2.0,pass
@authgear/react-native,6.0.0,pass
@avasapp/react-native-app-intents,0.2.6,fail-newdsl
@avasapp/react-native-otp-autofill,1.1.0,pass
@aws-amplify/pushnotification,5.0.46,fail-baseline
@aws-amplify/rtn-passkeys,1.1.2,fail-baseline
@aws-amplify/rtn-push-notification,1.3.1,fail-newdsl
@aws/clickstream-react-native,0.3.3,fail-newdsl
@axelmarciano/react-native-esc-pos-printer,4.5.1,pass
@axeptio/react-native-sdk,2.4.0,fail-baseline
@axonpack/expo-devtools,2.5.4,pass
@azerion/bluestack-sdk-react-native,6.0.2,fail-newdsl
@azesmway/react-native-unity,1.1.1,fail-baseline
@azizuysal/wallet-kit,,fail-newdsl
@azzapp/react-native-skia-video,0.10.1,pass
@b.taranenko/expo-color-thief,0.0.1,fail-newdsl
@babylonjs/react-native,2.0.5,fail-newdsl
@backtrace/react-native,0.2.2,fail-baseline
@badatgil/expo-mapbox-navigation,1.6.2,fail-baseline
@baeckerherz/expo-mapbox-navigation,1.0.6,fail-baseline
@balloman/expo-google-maps,2.0.1,fail-baseline
@bam.tech/react-native-msal,4.0.9,fail-baseline
@bam.tech/react-native-ssl-pinning,1.0.0,fail-baseline
@banuba/react-native,2.0.2,fail-baseline
@baronha/react-native-multiple-image-picker,2.2.5,fail-baseline
@baronha/react-native-photo-editor,1.1.6,fail-baseline
@baronha/ting,1.2.3,fail-baseline
@batch.com/expo-plugin,,install-failed
@batch.com/react-native-plugin,12.2.0,pass
@bear-block/vision-camera-ocr,4.0.2,fail-baseline
@beatsphere/expo-apple-music-kit,0.1.0,fail-baseline
@becomap/react-native,0.1.6,fail-newdsl
@bernagl/react-native-date,3.0.0,fail-baseline
@better-network/react-native-nfc-passport-reader,0.2.2,fail-newdsl
@bhojaniasgar/react-native-otp-input,1.3.2,fail-newdsl
@bigbee.dev/expo-measure-text,0.2.1,fail-baseline
@biopassid/face-sdk-react-native,5.0.5,fail-newdsl
@bishaldahal/react-native-khalti-checkout,0.2.2,fail-baseline
@bitdrift/react-native,0.13.1,fail-newdsl
@bitmovin/player-react-native-google-dai,0.3.0,fail-baseline
@bitnet-infotech/react-native-razorpay-nitro,1.0.0,fail-baseline
@bitnet-infotech/react-native-wav-to-mp3,2.0.8,fail-newdsl
@bitrise/code-push-sdk,10.5.5,fail-baseline
@bittingz/expo-native-fonts,3.1.0,fail-baseline
@bittingz/expo-widgets,3.0.2,pass
@bkey-inc/bmoni_embedded_sdk,0.0.1,fail-baseline
@blazejkustra/react-native-alert,1.0.0,fail-baseline
@blueconic/blueconic-react-native,5.2.1,fail-newdsl
@blux.ai/react-native,0.2.15,fail-newdsl
@bnnx/react-native-label-printer,0.4.0,fail-newdsl
@bokuhe/react-native-check-app-install,0.1.0,fail-baseline
@boltpay/react-native,,install-failed
@borndotcom/react-native-godot,1.0.1,fail-baseline
@boterop/react-native-background-timer,2.6.0,pass
@boudra/expo-two-way-audio,0.1.4,pass
@bounceapp/react-native-paypal,0.8.0,fail-newdsl
@brainylab/react-native-brother-printers,0.2.2,fail-newdsl
@brandingbrand/react-native-app-restart,0.5.0,fail-newdsl
@bravemobile/react-native-code-push,13.1.0,pass
@breakr/react-native-device-activity-android,0.1.1,pass
@breeztech/breez-sdk-liquid-react-native,,fail-newdsl
@breeztech/breez-sdk-spark-react-native,,fail-newdsl
@breeztech/react-native-breez-sdk-liquid,0.11.13,fail-baseline
@brighthustle/react-native-usage-stats-manager,0.1.5,fail-newdsl
@britishgas-engineering/bg-react-native-torch,0.2.0,pass
@brooons/react-native-bluetooth-escpos-printer,1.2.0,fail-baseline
@bryandev/expo-mapbox-navigation,1.7.11,fail-baseline
@bsky.app/expo-dynamic-app-icon,1.8.5,pass
@bsky.app/expo-guess-language,0.2.8,pass
@bsky.app/expo-translate-text,0.2.9,pass
@bsky.app/react-native-mmkv,2.12.5,pass
@bsky.app/video,0.3.6,pass
@bsky.app/video-compressor,0.2.0,pass
@bufgix/react-native-secure-window,0.1.1,fail-baseline
@bugfender/rn-bugfender,6.0.0,fail-baseline
@bugsnag/plugin-react-native-span-access,3.4.1,fail-baseline
@bugsnag/react-native-performance,3.4.1,pass
@bugsplat/expo,0.7.0,fail-baseline
@buildonspark/spark-sdk,,fail-newdsl
@burnt-labs/expo-satya-attest,3.7.0,pass
@busanid/react-native-voip,1.1.3,fail-baseline
@byteplus/react-native-live-pull,1.5.0,fail-baseline
@byteplus/react-native-rtc,1.3.2,fail-baseline
@byteplus/react-native-vod-player,1.10.0,fail-baseline
@caf.io/react-native-document-detector,3.4.1-rc.1,fail-baseline
@caf.io/react-native-face-liveness,3.2.1,fail-baseline
@caf.io/react-native-sdk,5.2.0,fail-baseline
@cafebazaar/react-native-poolakey,3.1.2,fail-baseline
@callstack/polygen,0.2.1,fail-baseline
@callstack/repack,5.3.0,fail-newdsl
@callstack/timezone-hermes-fix,0.5.0,fail-newdsl
@camiloarc/react-native-bluetooth-escpos-printer,0.0.8,fail-baseline
@candlefinance/blur-view,0.5.3,fail-newdsl
@candlefinance/faster-image,1.7.2,fail-newdsl
@candlefinance/financekit,0.3.22,fail-newdsl
@candlefinance/haptics,0.3.3,fail-newdsl
@candlefinance/page-control,0.2.2,fail-newdsl
@capacitor-community/admob,8.1.0,pass
@capacitor-community/advertising-id,8.0.0,pass
@capacitor-community/apple-sign-in,7.1.0,pass
@capacitor-community/background-geolocation,1.2.26,pass
@capacitor-community/barcode-scanner,4.0.1,pass
@capacitor-community/bluetooth-le,8.3.0,pass
@capacitor-community/camera-preview,8.0.1,pass
@capacitor-community/contacts,8.0.0,pass
@capacitor-community/facebook-login,8.1.0,pass
@capacitor-community/fcm,8.1.0,pass
@capacitor-community/in-app-review,8.0.0,pass
@capacitor-community/keep-awake,8.0.1,pass
@capacitor-community/media,9.1.0,pass
@capacitor-community/native-audio,8.0.0,pass
@capacitor-community/speech-recognition,7.0.1,pass
@capacitor-community/sqlite,8.1.1,pass
@capacitor-community/stripe,8.2.1,pass
@capacitor-community/text-to-speech,8.0.2,pass
@capacitor-firebase/app-check,8.5.1,pass
@capacitor-firebase/authentication,8.5.1,pass
@capacitor-firebase/crashlytics,8.5.1,pass
@capacitor-firebase/messaging,8.5.1,pass
@capacitor-mlkit/barcode-scanning,8.1.1,pass
@capacitor-mlkit/text-recognition,8.2.0,pass
@capacitor/action-sheet,8.1.1,pass
@capacitor/app,8.1.1,pass
@capacitor/app-launcher,8.0.1,pass
@capacitor/barcode-scanner,3.1.2,pass
@capacitor/browser,8.0.4,pass
@capacitor/camera,8.2.4,pass
@capacitor/clipboard,8.0.1,pass
@capacitor/device,8.0.3,pass
@capacitor/dialog,8.0.1,pass
@capacitor/file-transfer,2.0.5,pass
@capacitor/file-viewer,2.0.2,pass
@capacitor/filesystem,8.1.3,pass
@capacitor/geolocation,8.2.2,pass
@capacitor/haptics,8.0.2,pass
@capacitor/inappbrowser,4.0.3,pass
@capacitor/keyboard,8.0.5,pass
@capacitor/local-notifications,8.3.1,pass
@capacitor/network,8.0.1,pass
@capacitor/preferences,8.0.1,pass
@capacitor/push-notifications,8.1.2,pass
@capacitor/screen-orientation,8.0.1,pass
@capacitor/share,8.0.1,pass
@capacitor/splash-screen,8.0.2,pass
@capacitor/status-bar,8.0.3,pass
@capacitor/toast,8.0.1,pass
@capawesome-team/capacitor-android-battery-optimization,8.0.1,pass
@capawesome-team/capacitor-file-opener,8.0.4,pass
@capawesome/capacitor-android-edge-to-edge-support,8.0.8,pass
@capawesome/capacitor-app-shortcuts,8.0.2,pass
@capawesome/capacitor-app-update,8.0.5,pass
@capawesome/capacitor-apple-sign-in,0.1.4,pass
@capawesome/capacitor-google-sign-in,0.1.4,pass
@capawesome/capacitor-live-update,8.4.2,pass
@capawesome/capacitor-passkeys,0.1.2,pass
@capawesome/capacitor-password-autofill,0.1.2,pass
@capgo/background-geolocation,8.4.3,pass
@capgo/capacitor-contacts,8.1.2,pass
@capgo/capacitor-file-compressor,8.1.3,pass
@capgo/capacitor-intercom,8.1.12,pass
@capgo/capacitor-native-biometric,8.6.7,pass
@capgo/capacitor-photo-library,8.0.23,pass
@capgo/capacitor-share-target,8.0.49,pass
@capgo/capacitor-social-login,8.5.5,pass
@capgo/capacitor-speech-recognition,8.2.0,pass
@capgo/capacitor-updater,8.51.15,pass
@capgo/native-purchases,8.7.0,pass
@carlossts/react-native-leaflet-platform,1.0.10,fail-newdsl
@castlabs/react-native-prestoplay,1.4.0,fail-baseline
@castlabs/react-native-prestoplay-thumbnails,1.4.0,fail-baseline
@castleio/react-native-castle,4.0.0,fail-baseline
@ccdilan/react-native-bluetooth-escpos-printer,0.2.0,fail-baseline
@ccm19/sdk-react-native,,fail-newdsl
@chaitrabhairappa/react-native-rich-text-editor,3.5.2,fail-newdsl
@charles-johnson/react-native-ping,1.2.18,pass
@charmy.tech/react-native-stroke-text,1.2.3,pass
@chathura_dev/expo-msal,0.1.15,fail-baseline
@checkout.com/checkout-react-native-components,1.0.0-beta8,fail-baseline
@christhuong/expo-digital-ink,0.1.1,fail-baseline
@christhuong/expo-mlkit-translation,0.1.1,fail-baseline
@christhuong/expo-stylus-interaction,1.0.1,pass
@circle-fin/w3s-pw-react-native-sdk,2.2.3,fail-baseline
@cjblack/expo-audio-stream,0.2.26,fail-baseline
@cleanuidev/react-native-scanner,1.0.0-beta.7,fail-newdsl
@clear.sale/behavior-analytics-react-native-sdk,2.5.6,fail-baseline
@cloudflare/react-native-webrtc,137.0.1,pass
@cloudflare/realtimekit-react-native,2.0.0,fail-baseline
@cloudflare/realtimekit-react-native-ui,2.0.0,pass
@code-push-next/react-native-code-push,10.4.3,fail-baseline
@codemagic/react-native-patch,0.2.0,fail-baseline
@codetrix-studio/capacitor-google-auth,3.4.0-rc.4,pass
@cohorly/react-native,,fail-newdsl
@coinbase/cdp-app-attest,0.0.123,fail-baseline
@coinbase/wallet-mobile-sdk,1.1.2,fail-newdsl
@colaquecez/react-native-selectable-text,1.62.7,fail-baseline
@colloque/react-native-zendesk-messaging,0.3.3,fail-baseline
@comapeo/nodejs-mobile-react-native,18.20.4-2,pass
@cometchat/calls-sdk-react-native,5.0.5,pass
@cometchat/chat-uikit-react-native,5.4.1,fail-newdsl
@commandersact/tcconsent-react-native,,fail-newdsl
@commandersact/tccore-react-native,1.4.0,pass
@commandersact/tcserverside-react-native,,pass
@compdfkit_pdf_sdk/react_native,3.0.1,pass
@complycube/react-native,1.2.4,fail-baseline
@computools/react-native-dynamic-app-icon,,fail-baseline
@comscore/analytics-react-native,1.2.0,fail-baseline
@connectedbits/react-native-sensitive-info,6.0.0-alpha.14,fail-baseline
@conodene/react-native-thermal-receipt-printer-image-qr,0.2.0,fail-baseline
@contentsquare/react-native-bridge,6.5.2,fail-newdsl
@cookieinformation/react-native-sdk,2.0.0,fail-newdsl
@coolsoftwaretyler/cool-pdf,0.1.10,pass
@coralogix/react-native-plugin,0.11.0,fail-newdsl
@cordialinc/expo-module,1.4.0,fail-baseline
@cordialinc/react-native-sdk,2.4.2,fail-newdsl
@cphtech-dk/expo-crash-capture,0.1.0,fail-newdsl
@craftstudiodev/expo-tiktok-business,1.0.3,fail-baseline
@credolab/react-android-account,5.1.0,fail-baseline
@credolab/react-behavioral,5.3.0,fail-baseline
@credolab/react-core,5.9.0,fail-baseline
@criipto/verify-expo,4.0.1,fail-baseline
@criusm/ssl-pinning,1.1.1,pass
@crossmint/expo-device-signer,0.1.2,pass
